url,job_title,company,location,salary,experience,education,level,employment_type,industry,required_skills,preferred_skills,specialization,job_description,requirement,brand_recrawled,_filter_decision,_filter_reason
https://www.topcv.vn/brand/fptis/tuyen-dung/system-admin-l3-truong-nhom-tm-j2069010.html,,FPT IS,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Nghỉ thứ 7', 'Chuyên môn System Administrator']",,,True,review,empty_title
https://www.topcv.vn/brand/topcv/tuyen-dung/chuyen-vien-trien-khai-phan-mem-j2029861.html,,Công ty Cổ phần TOPCV Việt Nam,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Nghỉ thứ 7', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Chuyên môn Kỹ thuật IT', 'IT - Phần mềm', 'Thương mại điện tử']",,,True,review,empty_title
https://www.topcv.vn/brand/cnvholdings/tuyen-dung/nhan-vien-kinh-doanh-sales-b2b-nhan-vien-tu-van-15-40m-nghi-t7-cn-j2049594.html,,CÔNG TY TNHH CNV HOLDINGS,,,,,,,,[],[],"['Dưới 1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Có hỗ trợ Data', 'Chuyên môn Kinh doanh phần mềm', 'IT - Phần mềm', 'Thương mại điện tử', 'B2B', 'Direct Sales', 'Online Sales']",,,True,review,empty_title
https://www.topcv.vn/brand/topcv/tuyen-dung/devops-engineer-j1823528.html,,Công ty Cổ phần TOPCV Việt Nam,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Chuyên môn DevOps Engineer', 'IT - Phần mềm', 'Nhân sự']",,,True,review,empty_title
https://www.topcv.vn/brand/uptik/tuyen-dung/design-intern-work-on-real-tiktok-campaigns-j2096935.html,,UPTIK COMPANY LIMITED,,,,,,,,[],[],"['Không cần kinh nghiệm', 'Đại Học trở lên', 'Phụ cấp: Ăn trưa', 'Thiết kế đồ họa (Graphic Design)']",,,True,review,empty_title
https://www.topcv.vn/brand/fptedu1/tuyen-dung/chuyen-vien-phat-trien-ung-dung-he-cao-dang-j1647432.html,,TỔ CHỨC GIÁO DỤC FPT Pro Company,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Bảo hiểm sức khỏe ngưởi thân', 'Software Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/fpt-telecom/tuyen-dung/edge-ai-engineerleader-j2097993.html,,Công ty Cổ phần viễn thông FPT,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn AI Engineer', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/fpt-telecom/tuyen-dung/data-engineer-leader-j2081930.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/caphengon/tuyen-dung/it-helpdesk-nhan-vien-it-j2094362.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/giaoducthanhthanhcong/tuyen-dung/chuyen-vien-thiet-ke-j2071730.html,,Công ty Cổ phần Giáo dục Thành Thành Công,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Thiết kế đồ họa (Graphic Design)']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/technical-leader-j2095253.html,,FPT IS,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Software Engineer', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/system-engineer-storage-backup-j2035299.html,,FPT IS,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn System Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/flyer/tuyen-dung/business-development-executive-j1812584.html,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Tiếng Anh TOEIC 800', 'Tiếng Anh IELTS 6.0', 'Có hỗ trợ Data', 'Nghỉ thứ 7', 'Bảo hiểm xã hội', 'Chuyên môn Kinh doanh phần mềm', 'IT - Phần mềm', 'Giáo dục / Đào tạo', 'B2B', 'Online Sales']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/solution-architect-j2095215.html,,FPT IS,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Nghỉ thứ 7', 'Chuyên môn Solution Architect', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/project-manager-j2095279.html,,FPT IS,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Nghỉ thứ 7', 'Chuyên môn IT Project Manager', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/monahost/tuyen-dung/sale-phan-mem-jms-hoa-hong-cao-j2060882.html,,CÔNG TY TNHH MONA HOST,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Có phương tiện di chuyển', 'Có hỗ trợ Data', 'Nghỉ thứ 7', 'Chuyên môn Kinh doanh phần mềm', 'IT - Phần mềm', 'Thương mại điện tử', 'B2B', 'Direct Sales']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/infrastructure-operations-leader-j2093879.html,,FPT IS,,,,,,,,[],[],"['4 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn System Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/softdreams/tuyen-dung/truong-phong-kinh-doanh-phan-mem-j1924498.html,,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Có hỗ trợ Data', 'Bảo hiểm xã hội', 'Thưởng hiệu quả làm việc', 'Kinh doanh phần mềm', 'Kế toán', 'Nhân sự', 'B2B', 'Telesales']",,,True,review,empty_title
https://www.topcv.vn/brand/kamereo/tuyen-dung/technical-lead-j2090527.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/cnvholdings/tuyen-dung/sales-intern-thuc-tap-sinh-kinh-doanh-phu-cap-dau-moc-nghi-t7-cn-j2090453.html,,CÔNG TY TNHH CNV HOLDINGS,,,,,,,,[],[],"['Không cần kinh nghiệm', 'Trung cấp trở lên', 'Nghỉ thứ 7', 'Chuyên môn Kinh doanh phần mềm', 'Thương mại điện tử', 'Marketing / Quảng cáo', 'Bán lẻ - Hàng tiêu dùng - FMCG', 'B2B', 'Direct Sales', 'Online Sales', 'Telesales']",,,True,review,empty_title
https://www.topcv.vn/brand/congnghiepkimsen/tuyen-dung/nhan-vien-lap-trinh-may-cnc-may-cat-day-j2089783.html,,Công ty Cổ phần Công nghiệp KIMSEN,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Trung cấp trở lên', 'Chuyên môn Kỹ sư lập trình máy']",,,True,review,empty_title
https://www.topcv.vn/brand/congnghiepkimsen/tuyen-dung/ky-su-thiet-ke-lap-trinh-gia-cong-cnc-j2089471.html,,Công ty Cổ phần Công nghiệp KIMSEN,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Chuyên môn Kỹ sư lập trình máy']",,,True,review,empty_title
https://www.topcv.vn/brand/tuyendungvietabank/tuyen-dung/chuyen-vien-cao-cap-an-ninh-thong-tin-lam-viec-tai-tp-ho-chi-minh-j601960.html,,NGÂN HÀNG TMCP VIỆT Á - VIETABANK,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Khám sức khỏe định kỳ', 'Chuyên môn Công nghệ thông tin khác']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/chuyen-vien-tu-van-giai-phap-phan-mem-presales-j2084031.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/vpbank/tuyen-dung/senior-database-administrator-ta171-j2082361.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/system-administrator-aix-unix-linux-j2083570.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/tuyendungvietabank/tuyen-dung/chuyen-vien-phat-trien-ung-dung-mobile-app-ha-noi-j2076241.html,,NGÂN HÀNG TMCP VIỆT Á - VIETABANK,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Khám sức khỏe định kỳ', 'Chuyên môn Ngân hàng khác', 'Ngân hàng', 'Tài chính', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/techcombank/tuyen-dung/senior-pmo-j2026429.html,,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,,,,,,,,[],[],"['5 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn IT Project Manager', 'Ngân hàng', 'IT - Phần mềm', 'Kiểm toán']",,,True,review,empty_title
https://www.topcv.vn/brand/lottemart/tuyen-dung/design-intern-j2074507.html,,CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM,,,,,,,,[],[],"['Không cần kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Thiết kế đồ họa (Graphic Design)']",,,True,review,empty_title
https://www.topcv.vn/brand/vnresource1209/tuyen-dung/sales-executive-b2b-j1816911.html,,CÔNG TY CỔ PHẦN TÀI NGUYÊN TRI THỨC VIỆT NĂNG,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Bảo hiểm xã hội', 'Thưởng cổ phần', 'Thưởng hiệu quả làm việc', 'Chuyên môn Kinh doanh phần mềm', 'IT - Phần mềm', 'B2B', 'Direct Sales']",,,True,review,empty_title
https://www.topcv.vn/brand/ahv/tuyen-dung/chuyen-vien-ui-ux-designer-j2071454.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/softdreams/tuyen-dung/kinh-doanh-du-an-phan-mem-j2070279.html,,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Có hỗ trợ Data', 'Kinh doanh phần mềm', 'Kế toán', 'B2B', 'Direct Sales', 'Telesales']",,,True,review,empty_title
https://www.topcv.vn/brand/flyer/tuyen-dung/2d-game-artist-j1529970.html,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Bảo hiểm full lương', 'Du lịch hàng năm', 'Chuyên môn Thiết kế đồ họa (Graphic Design)', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/product-owner-rpa-product-j2068990.html,,FPT IS,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Product Owner/Product Manager']",,,True,review,empty_title
https://www.topcv.vn/brand/lottemart/tuyen-dung/vmd-design-assistant-manager-j2068872.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/fptedu1/tuyen-dung/graphic-designer-he-cao-dang-j1695203.html,,TỔ CHỨC GIÁO DỤC FPT Pro Company,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Khám sức khỏe định kỳ', 'Thiết kế đồ họa (Graphic Design)', 'Giáo dục / Đào tạo']",,,True,review,empty_title
https://www.topcv.vn/brand/fptedu1/tuyen-dung/chuyen-vien-2d-artist-design-j1613056.html,,TỔ CHỨC GIÁO DỤC FPT Pro Company,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Cao Đẳng trở lên', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Bảo hiểm sức khỏe ngưởi thân', 'Thiết kế đồ họa (Graphic Design)']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/data-engineer-j1999038.html,,FPT IS,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Data Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/uptik/tuyen-dung/junior-graphic-designer-j2066509.html,,UPTIK COMPANY LIMITED,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Tiếng Anh Đọc hiểu', 'Bảo hiểm xã hội', 'Bảo hiểm sức khỏe', 'Thiết kế đồ họa (Graphic Design)', 'IT - Phần mềm', 'Thương mại điện tử']",,,True,review,empty_title
https://www.topcv.vn/brand/fpt-telecom/tuyen-dung/senior-data-scientist-business-machine-learning-hcm-j2001654.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/chuyen-gia-tu-van-giai-phap-ha-tang-trung-tam-du-lieu-dc-facilities-tm-j2063422.html,,FPT IS,,,,,,,,[],[],"['5 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn System Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/chuyen-gia-tu-van-giai-phap-smart-city-tm-j2063429.html,,FPT IS,,,,,,,,[],[],"['5 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn IT Consultant']",,,True,review,empty_title
https://www.topcv.vn/brand/nutricare/tuyen-dung/cong-tac-vien-motion-graphic-designer-j2031536.html,,CÔNG TY CỔ PHẦN DINH DƯỠNG NUTRICARE,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Bán lẻ - Hàng tiêu dùng - FMCG', 'Thực phẩm / Đồ uống']",,,True,review,empty_title
https://www.topcv.vn/brand/techcombank/tuyen-dung/expert-senior-it-vendor-management-j2065418.html,,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn IT Consultant', 'Tài chính', 'Ngân hàng', 'Bảo hiểm']",,,True,review,empty_title
https://www.topcv.vn/brand/vpbank/tuyen-dung/group-it-service-management-officer-ha-noi-ta174-j2064041.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/fptedu1/tuyen-dung/graphic-designer-asia-university-vietnam-j2012604.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/topcv/tuyen-dung/ui-ux-design-j2060087.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/techcombank/tuyen-dung/expert-fraud-risk-data-analytics-and-portfolio-management-j2057306.html,,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,,,,,,,,[],[],"['5 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Data Scientist', 'An ninh mạng', 'Ngân hàng', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/etek/tuyen-dung/ky-su-lap-trinh-plc-robot-j1937913.html,,CÔNG TY CỔ PHẦN GIẢI PHÁP TỰ ĐỘNG HÓA ETEK,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Bảo hiểm xã hội', 'Khám sức khỏe định kỳ', 'Thưởng tháng 13', 'Chuyên môn Kỹ sư robot', 'Điện / Điện tử / Điện lạnh', 'Cơ khí / Tự động hóa']",,,True,review,empty_title
https://www.topcv.vn/brand/fpt-telecom/tuyen-dung/ky-su-cpe-wifi-xpon-linux-python-j2054711.html,,Công ty Cổ phần viễn thông FPT,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Nam', 'Nghỉ thứ 7', 'Chuyên môn Kỹ sư truyền thông không dây/vô tuyến (RF)']",,,True,review,empty_title
https://www.topcv.vn/brand/fptsoftwareacademy/tuyen-dung/thuc-tap-sinh-thiet-ke-truyen-thong-j1600969.html,,FPT Software,,,,,,,,[],[],"['Không cần kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Thiết kế / Kiến trúc']",,,True,review,empty_title
https://www.topcv.vn/brand/sapovn/tuyen-dung/sale-phan-mem-xuat-hoa-don-dien-tu-cho-cac-nha-ban-hang-ha-noi-da-nang-dong-thap-duoc-dao-tao-thu-nhap-len-den-30-trieu-j2054469.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/techcombank/tuyen-dung/senior-it-risk-j1998720.html,,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Quản trị và vận hành bảo mật', 'Tài chính', 'Ngân hàng', 'Bảo hiểm']",,,True,review,empty_title
https://www.topcv.vn/brand/techcombank/tuyen-dung/credit-risk-analytics-and-modelling-expert-j1999111.html,,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM,,,,,,,,[],[],"['Trên 5 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Data Scientist', 'Ngân hàng', 'Tài chính', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/business-analyst-senior-j2022830.html,,,,,,,,,,[],[],[],,,True,review,empty_title
https://www.topcv.vn/brand/flyer/tuyen-dung/nhan-vien-kinh-doanh-b2c-j1621383.html,,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Tuổi 22 - 27', 'Tiếng Anh TOEIC 650', 'Tiếng Anh TOEIC 600', 'Có hỗ trợ Data', 'Nghỉ thứ 7', 'Chuyên môn Kinh doanh phần mềm', 'IT - Phần mềm', 'Giáo dục / Đào tạo', 'B2C', 'B2B', 'Direct Sales', 'Online Sales']",,,True,review,empty_title
https://www.topcv.vn/brand/barett/tuyen-dung/chuyen-vien-thiet-ke-do-hoa-graphic-designer-j2051628.html,,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ ĐỒ UỐNG BARETT,,,,,,,,[],[],"['2 năm kinh nghiệm', 'Đại Học trở lên', 'Chuyên môn Thiết kế đồ họa (Graphic Design)', 'Bán lẻ - Hàng tiêu dùng - FMCG', 'Thiết kế / Kiến trúc', 'Thực phẩm / Đồ uống']",,,True,review,empty_title
https://www.topcv.vn/brand/fptis/tuyen-dung/system-presales-j1832798.html,,FPT IS,,,,,,,,[],[],"['3 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn System Engineer']",,,True,review,empty_title
https://www.topcv.vn/brand/fptsoftwareacademy/tuyen-dung/process-quality-assurance-j1992775.html,,FPT Software,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Nghỉ thứ 7', 'Chuyên môn Process Quality Assurance (PQA)', 'IT - Phần mềm']",,,True,review,empty_title
https://www.topcv.vn/brand/ahv/tuyen-dung/nhan-vien-tester-mobile-app-android-di-lam-ngay-j1947367.html,,CÔNG TY CỔ PHẦN ĐẦU TƯ AHV HOLDING,,,,,,,,[],[],"['1 năm kinh nghiệm', 'Đại Học trở lên', 'Tuổi 23 - 35', 'Nghỉ thứ 7', 'Bảo hiểm xã hội', 'Khám sức khỏe định kỳ', 'Chuyên môn Software Tester (Automation & Manual)', 'IT - Phần cứng và máy tính', 'IT - Phần mềm', 'Thương mại điện tử']",,,True,review,empty_title
