job_id,source,standardized_title,url,skill_name,label,category,min_years,level,source_text,skill_normalized,skill_aliased
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,SQL,required_skill,Database,,basic,Nắm vững kiến thức cơ bản về lập trình SQL,sql,sql
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,SQL Server,required_skill,Database,,,hiểu biết về SQL Server hoặc Oracle Database,sql server,sql server
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,Oracle Database,required_skill,Database,,,hiểu biết về SQL Server hoặc Oracle Database,oracle database,oracle
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,phát triển ứng dụng Web,required_skill,Domain Knowledge,,,Có kinh nghiệm trong phát triển ứng dụng Web,phát triển ứng dụng web,phát triển ứng dụng web
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,tư duy logic,required_skill,Soft Skill,,,"Có tư duy logic tốt, có tinh thần trách nhiệm",tư duy logic,tư duy logic
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,tiếng Anh,required_skill,Soft Skill,,intermediate,Có khả năng đọc hiểu tài liệu tiếng Anh,tiếng anh,english
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,làm việc độc lập,required_skill,Soft Skill,,,Có kỹ năng làm việc độc lập và phối hợp theo nhóm,làm việc độc lập,work independently
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,phối hợp theo nhóm,required_skill,Soft Skill,,,Có kỹ năng làm việc độc lập và phối hợp theo nhóm,phối hợp theo nhóm,teamwork
https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-net-khong-yeu-cau-kinh-nghiem-thu-nhap-up-to-20-m/2051780.html,lập trình mobile,preferred_skill,Other,,,Hiểu biết về lập trình mobile là một lợi thế,lập trình mobile,lập trình mobile
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,Swift,required_skill,Programming Language,,,Có kinh nghiệm phát triển mobile: iOS (Swift) hoặc Android (Kotlin),swift,swift
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,Kotlin,required_skill,Programming Language,,,Có kinh nghiệm phát triển mobile: iOS (Swift) hoặc Android (Kotlin),kotlin,kotlin
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,REST API,required_skill,Engineering Concepts & Methodologies,,,"Hiểu về: REST API, networking State management",rest api,restful api
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,networking,required_skill,Infrastructure & DevOps,,,"Hiểu về: REST API, networking State management",networking,networking
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,State management,required_skill,Engineering Concepts & Methodologies,,,"Hiểu về: REST API, networking State management",state management,state management
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,Bluetooth (BLE),preferred_skill,Domain Knowledge,,,Bluetooth (BLE) hoặc device connection là lợi thế lớn,bluetooth (ble),bluetooth (ble)
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,device connection,preferred_skill,Domain Knowledge,,,Bluetooth (BLE) hoặc device connection là lợi thế lớn,device connection,device connection
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,debug và tối ưu hiệu năng,required_skill,Engineering Concepts & Methodologies,,,Có khả năng debug và tối ưu hiệu năng ứng dụng,debug và tối ưu hiệu năng,debug và tối ưu hiệu năng
https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,topcv,Mobile Developer,https://www.topcv.vn/viec-lam/mobile-app-engineer-ios-android-ai-glasses/2099156.html,tư duy sản phẩm,required_skill,Soft Skill,,,"Có tư duy sản phẩm, không chỉ làm UI",tư duy sản phẩm,tư duy sản phẩm
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,phát triển ứng dụng desktop,required_skill,Domain Knowledge,1.0,,Tối thiểu 1 – 2 năm kinh nghiệm phát triển ứng dụng desktop,phát triển ứng dụng desktop,phát triển ứng dụng desktop
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Electron.js,required_skill,Framework / Library,,expert,"Thành thạo Electron.js (Main Process, Renderer Process, IPC, Preload Script)",electron js,electron js
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Node.js,required_skill,Framework / Library,,expert,"Nắm vững Node.js: mô hình bất đồng bộ (Callback, Promise, Async/Await), Event Loop",node js,node js
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,mô hình bất đồng bộ,required_skill,Engineering Concepts & Methodologies,,,"mô hình bất đồng bộ (Callback, Promise, Async/Await)",mô hình bất đồng bộ,mô hình bất đồng bộ
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Event Loop,required_skill,Engineering Concepts & Methodologies,,,Event Loop,event loop,event loop
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,React,required_skill,Framework / Library,,,"ít nhất một framework frontend: React, Vue hoặc Svelte",react,reactjs
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Vue,required_skill,Framework / Library,,,"ít nhất một framework frontend: React, Vue hoặc Svelte",vue,vue js
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Svelte,required_skill,Framework / Library,,,"ít nhất một framework frontend: React, Vue hoặc Svelte",svelte,svelte
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,SQLite,required_skill,Database,,intermediate,Sử dụng tốt SQLite,sqlite,sqlite
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,TypeORM,preferred_skill,Framework / Library,,,ưu tiên ứng viên biết TypeORM / better-sqlite3,typeorm,typeorm
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,better-sqlite3,preferred_skill,Framework / Library,,,ưu tiên ứng viên biết TypeORM / better-sqlite3,better sqlite3,better sqlite3
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,đóng gói & phân phối ứng dụng desktop,required_skill,Engineering Concepts & Methodologies,,,Có kinh nghiệm đóng gói & phân phối ứng dụng desktop,đóng gói & phân phối ứng dụng desktop,đóng gói & phân phối ứng dụng desktop
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,xử lý đa luồng,required_skill,Engineering Concepts & Methodologies,,expert,"Hiểu rõ xử lý đa luồng, job queue, caching, tối ưu CPU & memory",xử lý đa luồng,multithreading
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,job queue,required_skill,Engineering Concepts & Methodologies,,,"Hiểu rõ xử lý đa luồng, job queue, caching, tối ưu CPU & memory",job queue,job queue
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,caching,required_skill,Engineering Concepts & Methodologies,,,"Hiểu rõ xử lý đa luồng, job queue, caching, tối ưu CPU & memory",caching,caching
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,tối ưu CPU & memory,required_skill,Engineering Concepts & Methodologies,,,tối ưu CPU & memory,tối ưu cpu & memory,tối ưu cpu & memory
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,xử lý memory leak,required_skill,Engineering Concepts & Methodologies,,,Biết phát hiện và xử lý memory leak,xử lý memory leak,xử lý memory leak
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,profiling hiệu năng ứng dụng,required_skill,Engineering Concepts & Methodologies,,,profiling hiệu năng ứng dụng,profiling hiệu năng ứng dụng,profiling hiệu năng ứng dụng
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Git,required_skill,Tool & Platform,,,"Có kinh nghiệm với Git, CI/CD",git,git
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,CI/CD,required_skill,Infrastructure & DevOps,,,"Có kinh nghiệm với Git, CI/CD",ci cd,ci cd
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,đọc hiểu tài liệu kỹ thuật tiếng Anh,required_skill,Soft Skill,,intermediate,đọc hiểu tài liệu kỹ thuật tiếng Anh tốt,đọc hiểu tài liệu kỹ thuật tiếng anh,english
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Native Addons (N-API),preferred_skill,Framework / Library,,,Ưu tiên: có kinh nghiệm với Native Addons (N-API),native addons (n api),native addons (n api)
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,Tauri,preferred_skill,Framework / Library,,,"Ưu tiên: ... Tauri, hoặc từng publish ứng dụng desktop",tauri,tauri
https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,topcv,Fullstack Developer,https://www.topcv.vn/viec-lam/lap-trinh-vien-nodejs-di-lam-ngay-tai-ha-noi/2049418.html,publish ứng dụng desktop,preferred_skill,Engineering Concepts & Methodologies,,,từng publish ứng dụng desktop,publish ứng dụng desktop,publish ứng dụng desktop
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,PHP,required_skill,Programming Language,,expert,Thành thạo PHP/Laravel (bắt buộc),php,php
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Laravel,required_skill,Framework / Library,,expert,Thành thạo PHP/Laravel (bắt buộc),laravel,laravel
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,MySQL,required_skill,Database,,,tư duy tốt về MySQL/Postgres,mysql,mysql
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Postgres,required_skill,Database,,,tư duy tốt về MySQL/Postgres,postgres,postgresql
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,JSONB,required_skill,Database,,,"MySQL/Postgres (JSONB, Indexing, Transaction design)",jsonb,jsonb
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Indexing,required_skill,Engineering Concepts & Methodologies,,,"MySQL/Postgres (JSONB, Indexing, Transaction design)",indexing,indexing
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Transaction design,required_skill,Engineering Concepts & Methodologies,,,"MySQL/Postgres (JSONB, Indexing, Transaction design)",transaction design,transaction design
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,System Thinking,required_skill,Soft Skill,,,System Thinking: Khả năng nhìn bức tranh tổng thể,system thinking,system thinking
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,vận hành,required_skill,Domain Knowledge,,,"phương diện: vận hành, logistics, marketing",vận hành,operations
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,logistics,required_skill,Domain Knowledge,,,"phương diện: vận hành, logistics, marketing",logistics,logistics
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,marketing,required_skill,Domain Knowledge,,,"phương diện: vận hành, logistics, marketing",marketing,marketing
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Problem Solving,required_skill,Soft Skill,,,Problem Solving: Tự bóc tách logic kinh doanh,problem solving,problem solving
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Trade-off,required_skill,Engineering Concepts & Methodologies,,,rủi ro kỹ thuật (Trade-off),trade off,trade off
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Data Engineering,required_skill,Data Engineering & Analytics,,,Data Engineering: Kinh nghiệm xây dựng Pipeline,data engineering,data engineering
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Pipeline xử lý dữ liệu lớn,required_skill,Data Engineering & Analytics,,,Kinh nghiệm xây dựng Pipeline xử lý dữ liệu lớn,pipeline xử lý dữ liệu lớn,data pipelines
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Asynchronous pipeline,required_skill,Engineering Concepts & Methodologies,,,"hệ thống bất đồng bộ (Asynchronous pipeline, Queue/Worker)",asynchronous pipeline,asynchronous pipeline
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Queue,required_skill,Engineering Concepts & Methodologies,,,"hệ thống bất đồng bộ (Asynchronous pipeline, Queue/Worker)",queue,queue
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,Worker,required_skill,Engineering Concepts & Methodologies,,,"hệ thống bất đồng bộ (Asynchronous pipeline, Queue/Worker)",worker,worker
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,eCommerce,required_skill,Domain Knowledge,,,thay đổi theo thị trường eCommerce,ecommerce,e commerce
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,hiệu năng,required_skill,Engineering Concepts & Methodologies,,,Giải quyết bài toán hiệu năng khi đối mặt với lượng dữ liệu,hiệu năng,performance
https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,topcv,Backend Developer,https://www.topcv.vn/viec-lam/backend-lead-engineer/2050356.html,API,required_skill,Engineering Concepts & Methodologies,,,tích hợp với nhiều API bên thứ ba,api,api
https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,topcv,IT Support,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,cài đặt phần mềm máy tính,required_skill,IT Support & Hardware,,expert,Có kiến thức chuyên sâu về...: cài đặt phần mềm máy tính,cài đặt phần mềm máy tính,cài đặt phần mềm máy tính
https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,topcv,IT Support,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,phần cứng,required_skill,IT Support & Hardware,,expert,am hiểu phần cứng,phần cứng,hardware
https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,topcv,IT Support,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-it-du-an-xay-dung-cao-tang-luong-upto-15-trieu-thang-lam-viec-tai-hung-yen/2045454.html,hệ thống mạng máy tính,required_skill,Infrastructure & DevOps,,expert,hệ thống mạng máy tính,hệ thống mạng máy tính,hệ thống mạng máy tính
